city,state_id,state_name,lat,lng
Lubeck,WV,West Virginia,39.2276,-81.6265
Wiley Ford,WV,West Virginia,39.6151,-78.7615
Gassaway,WV,West Virginia,38.6702,-80.7717
Barrackville,WV,West Virginia,39.5013,-80.1696
Keyser,WV,West Virginia,39.4394,-78.9822
Brandywine,WV,West Virginia,38.6219,-79.2413
Womelsdorf,WV,West Virginia,38.8981,-79.9636
Verdunville,WV,West Virginia,37.8532,-82.0603
New Haven,WV,West Virginia,38.9876,-81.9655
Bolt,WV,West Virginia,37.7623,-81.4189
Wolf Summit,WV,West Virginia,39.2822,-80.462
Bath,WV,West Virginia,39.6247,-78.2275
War,WV,West Virginia,37.304,-81.6802
Helvetia,WV,West Virginia,38.7058,-80.1993
Hartford City,WV,West Virginia,38.9978,-81.9905
Mount Hope,WV,West Virginia,37.8987,-81.1745
Beech Bottom,WV,West Virginia,40.2181,-80.6588
Deep Water,WV,West Virginia,38.1217,-81.2528
Boomer,WV,West Virginia,38.1516,-81.2825
Burlington,WV,West Virginia,39.337,-78.9223
Mullens,WV,West Virginia,37.5811,-81.3855
Gallipolis Ferry,WV,West Virginia,38.7745,-82.2041
Rowlesburg,WV,West Virginia,39.3482,-79.6764
Carpendale,WV,West Virginia,39.6278,-78.7896
Kingwood,WV,West Virginia,39.4719,-79.6822
Ellenboro,WV,West Virginia,39.2678,-81.0551
Sissonville,WV,West Virginia,38.5042,-81.6398
Franklin,WV,West Virginia,38.6452,-79.3331
Durbin,WV,West Virginia,38.5471,-79.8278
Switzer,WV,West Virginia,37.7879,-81.9865
Big Sandy,WV,West Virginia,37.4608,-81.705
Athens,WV,West Virginia,37.423,-81.0148
New Richmond,WV,West Virginia,37.5735,-81.487
Handley,WV,West Virginia,38.1863,-81.3673
Glen Fork,WV,West Virginia,37.6982,-81.5362
Hinton,WV,West Virginia,37.6652,-80.8828
Albright,WV,West Virginia,39.4937,-79.6399
Carolina,WV,West Virginia,39.4795,-80.2728
Paden City,WV,West Virginia,39.6035,-80.9351
Iaeger,WV,West Virginia,37.4642,-81.8111
Springfield,WV,West Virginia,39.4449,-78.6977
Kopperston,WV,West Virginia,37.7502,-81.5764
Bartow,WV,West Virginia,38.5422,-79.7859
White Sulphur Springs,WV,West Virginia,37.7981,-80.3003
Man,WV,West Virginia,37.7521,-81.8922
Alderson,WV,West Virginia,37.7277,-80.6436
Hilltop,WV,West Virginia,37.9392,-81.1527
Comfort,WV,West Virginia,38.1317,-81.6102
Elk Garden,WV,West Virginia,39.3862,-79.1556
Wallace,WV,West Virginia,39.4072,-80.4911
Nettie,WV,West Virginia,38.2183,-80.6889
Twilight,WV,West Virginia,37.9252,-81.6177
Grantsville,WV,West Virginia,38.9204,-81.0934
Cairo,WV,West Virginia,39.2067,-81.1544
Bradley,WV,West Virginia,37.8675,-81.2046
Monaville,WV,West Virginia,37.8136,-81.9915
Blacksville,WV,West Virginia,39.7175,-80.2146
Ripley,WV,West Virginia,38.8201,-81.7091
Clendenin,WV,West Virginia,38.4859,-81.3503
Thurmond,WV,West Virginia,37.961,-81.0796
Charleston,WV,West Virginia,38.3484,-81.6323
Bradshaw,WV,West Virginia,37.3534,-81.8012
Flemington,WV,West Virginia,39.2666,-80.1286
Holden,WV,West Virginia,37.8238,-82.0788
Gauley Bridge,WV,West Virginia,38.1681,-81.2039
Milton,WV,West Virginia,38.4353,-82.1376
Cowen,WV,West Virginia,38.411,-80.5542
Vienna,WV,West Virginia,39.3238,-81.5383
Sophia,WV,West Virginia,37.7116,-81.2524
Capon Bridge,WV,West Virginia,39.2998,-78.4337
Prosperity,WV,West Virginia,37.8384,-81.1987
Martinsburg,WV,West Virginia,39.4582,-77.9776
Tornado,WV,West Virginia,38.3369,-81.8551
Hometown,WV,West Virginia,38.5288,-81.8552
Mount Gay-Shamrock,WV,West Virginia,37.8512,-82.0229
Madison,WV,West Virginia,38.0632,-81.8046
St. Albans,WV,West Virginia,38.3769,-81.8198
Shinnston,WV,West Virginia,39.3923,-80.2989
Fairview,WV,West Virginia,39.5927,-80.2469
Sand Fork,WV,West Virginia,38.9154,-80.7477
Kermit,WV,West Virginia,37.8425,-82.4086
Page,WV,West Virginia,38.0506,-81.2717
Mill Creek,WV,West Virginia,38.7319,-79.9725
Falling Spring,WV,West Virginia,37.9926,-80.3576
Bayard,WV,West Virginia,39.2711,-79.3662
Westover,WV,West Virginia,39.6324,-79.9773
Boaz,WV,West Virginia,39.3674,-81.4853
Masontown,WV,West Virginia,39.5512,-79.8003
Benwood,WV,West Virginia,40.0139,-80.7328
Washington,WV,West Virginia,39.2422,-81.6679
Beaver,WV,West Virginia,37.7356,-81.15
Pax,WV,West Virginia,37.9097,-81.2648
New Martinsville,WV,West Virginia,39.6636,-80.8569
Stanaford,WV,West Virginia,37.8156,-81.1492
Jefferson,WV,West Virginia,38.3701,-81.7708
Rainelle,WV,West Virginia,37.9678,-80.7717
Kimberly,WV,West Virginia,38.1407,-81.2967
Helen,WV,West Virginia,37.6374,-81.313
Justice,WV,West Virginia,37.5992,-81.8381
Moundsville,WV,West Virginia,39.9221,-80.7422
MacArthur,WV,West Virginia,37.7553,-81.2078
Fairlea,WV,West Virginia,37.7756,-80.4582
Clay,WV,West Virginia,38.4662,-81.0814
Beverly,WV,West Virginia,38.8442,-79.8717
Sutton,WV,West Virginia,38.6663,-80.7116
Dunbar,WV,West Virginia,38.3688,-81.7345
Reedsville,WV,West Virginia,39.5102,-79.8006
Vivian,WV,West Virginia,37.4172,-81.4923
Oakvale,WV,West Virginia,37.3323,-80.9704
Pullman,WV,West Virginia,39.188,-80.949
Lost Creek,WV,West Virginia,39.1627,-80.3484
Matheny,WV,West Virginia,37.664,-81.5985
Raysal,WV,West Virginia,37.3367,-81.7712
Mallory,WV,West Virginia,37.7274,-81.8206
Salem,WV,West Virginia,39.2849,-80.5645
Flatwoods,WV,West Virginia,38.7186,-80.654
Pea Ridge,WV,West Virginia,38.4154,-82.3188
Parsons,WV,West Virginia,39.0942,-79.6786
Glen Dale,WV,West Virginia,39.9466,-80.7564
Crumpler,WV,West Virginia,37.4262,-81.3313
Cameron,WV,West Virginia,39.828,-80.5693
Gary,WV,West Virginia,37.3621,-81.5408
Lesage,WV,West Virginia,38.487,-82.293
Waverly,WV,West Virginia,39.3328,-81.3813
Reader,WV,West Virginia,39.5689,-80.7316
Marlinton,WV,West Virginia,38.2247,-80.0906
Bridgeport,WV,West Virginia,39.3036,-80.2477
Beckley,WV,West Virginia,37.7877,-81.184
West Liberty,WV,West Virginia,40.1647,-80.5972
Huttonsville,WV,West Virginia,38.7138,-79.9766
Quinwood,WV,West Virginia,38.0586,-80.706
Hico,WV,West Virginia,38.1166,-81.0112
Anawalt,WV,West Virginia,37.3364,-81.4407
Racine,WV,West Virginia,38.1398,-81.6541
Idamay,WV,West Virginia,39.493,-80.2572
Cass,WV,West Virginia,38.3962,-79.9191
Barboursville,WV,West Virginia,38.4061,-82.297
Rossmore,WV,West Virginia,37.805,-81.9923
Shenandoah Junction,WV,West Virginia,39.3531,-77.8375
West Hamlin,WV,West Virginia,38.2802,-82.194
Paw Paw,WV,West Virginia,39.5313,-78.4553
Valley Bend,WV,West Virginia,38.7694,-79.928
Petersburg,WV,West Virginia,38.9957,-79.1276
Henderson,WV,West Virginia,38.8304,-82.136
Piney View,WV,West Virginia,37.835,-81.1275
Ranson,WV,West Virginia,39.325,-77.8667
Green Bank,WV,West Virginia,38.4267,-79.8344
Auburn,WV,West Virginia,39.0961,-80.8562
Logan,WV,West Virginia,37.8509,-81.9857
Marmet,WV,West Virginia,38.2458,-81.5711
Chapmanville,WV,West Virginia,37.9726,-82.0215
Accoville,WV,West Virginia,37.7652,-81.827
Green Spring,WV,West Virginia,39.5241,-78.6302
Matoaka,WV,West Virginia,37.4182,-81.2417
Eleanor,WV,West Virginia,38.5374,-81.9256
Powellton,WV,West Virginia,38.0941,-81.322
Sylvester,WV,West Virginia,38.008,-81.5623
Pine Grove,WV,West Virginia,39.5642,-80.6825
Belmont,WV,West Virginia,39.3786,-81.2635
Ronceverte,WV,West Virginia,37.7504,-80.4715
Hundred,WV,West Virginia,39.6836,-80.4576
Piedmont,WV,West Virginia,39.4778,-79.0466
Smithers,WV,West Virginia,38.1768,-81.3048
Newell,WV,West Virginia,40.6179,-80.5999
Mitchell Heights,WV,West Virginia,37.9088,-81.9867
Harman,WV,West Virginia,38.9211,-79.5246
Harts,WV,West Virginia,38.0343,-82.129
Bartley,WV,West Virginia,37.3373,-81.7334
Pennsboro,WV,West Virginia,39.2874,-80.9754
Valley Grove,WV,West Virginia,40.0901,-80.569
Chester,WV,West Virginia,40.6129,-80.5627
Coal Fork,WV,West Virginia,38.3185,-81.523
Lewisburg,WV,West Virginia,37.8096,-80.4327
Thomas,WV,West Virginia,39.1458,-79.4958
Charles Town,WV,West Virginia,39.2745,-77.8632
Big Creek,WV,West Virginia,38.0054,-82.0361
Wayne,WV,West Virginia,38.2234,-82.4428
South Charleston,WV,West Virginia,38.3482,-81.711
Anmoore,WV,West Virginia,39.2611,-80.2862
Brenton,WV,West Virginia,37.6004,-81.635
Glen Ferris,WV,West Virginia,38.1518,-81.2185
Wheeling,WV,West Virginia,40.0751,-80.6951
Harpers Ferry,WV,West Virginia,39.3251,-77.7409
Bethlehem,WV,West Virginia,40.0451,-80.6899
Eccles,WV,West Virginia,37.7817,-81.2648
Bethany,WV,West Virginia,40.2053,-80.5629
Meadow Bridge,WV,West Virginia,37.8613,-80.8561
Lashmeet,WV,West Virginia,37.4228,-81.1967
Pleasant Valley,WV,West Virginia,39.4505,-80.1552
Glen White,WV,West Virginia,37.73,-81.2797
Mount Carbon,WV,West Virginia,38.1443,-81.289
Leon,WV,West Virginia,38.7471,-81.9555
Newburg,WV,West Virginia,39.3889,-79.8536
Bolivar,WV,West Virginia,39.3242,-77.7517
Morgantown,WV,West Virginia,39.6379,-79.9468
Henlawson,WV,West Virginia,37.9,-81.982
Century,WV,West Virginia,39.1004,-80.1883
Kistler,WV,West Virginia,37.7656,-81.8578
Northfork,WV,West Virginia,37.4196,-81.4274
Cucumber,WV,West Virginia,37.2786,-81.6241
Teays Valley,WV,West Virginia,38.4482,-81.9239
Corinne,WV,West Virginia,37.571,-81.3614
Lester,WV,West Virginia,37.7349,-81.3015
Bancroft,WV,West Virginia,38.5107,-81.8418
Robinette,WV,West Virginia,37.7855,-81.7879
Clarksburg,WV,West Virginia,39.2863,-80.323
Windsor Heights,WV,West Virginia,40.1914,-80.6647
Glasgow,WV,West Virginia,38.2109,-81.4218
Buckhannon,WV,West Virginia,38.9927,-80.2282
Clearview,WV,West Virginia,40.1399,-80.6899
Bramwell,WV,West Virginia,37.327,-81.3129
Cedar Grove,WV,West Virginia,38.2223,-81.4379
Delbarton,WV,West Virginia,37.7052,-82.1861
Blennerhassett,WV,West Virginia,39.2562,-81.6316
Brookhaven,WV,West Virginia,39.6062,-79.8812
Chauncey,WV,West Virginia,37.7652,-81.9834
Junior,WV,West Virginia,38.9783,-79.9506
Parcoal,WV,West Virginia,38.4604,-80.3731
Bluewell,WV,West Virginia,37.3144,-81.2581
Whitmer,WV,West Virginia,38.8148,-79.5451
Lumberport,WV,West Virginia,39.3742,-80.3484
Rupert,WV,West Virginia,37.9649,-80.687
East Dailey,WV,West Virginia,38.7795,-79.8911
Belva,WV,West Virginia,38.2327,-81.1894
Fayetteville,WV,West Virginia,38.0622,-81.1084
Buffalo,WV,West Virginia,38.6117,-81.982
Glen Jean,WV,West Virginia,37.9271,-81.1532
Friendly,WV,West Virginia,39.5136,-81.0619
Crum,WV,West Virginia,37.9095,-82.447
Monongah,WV,West Virginia,39.4598,-80.2185
Hepzibah,WV,West Virginia,39.3309,-80.3341
Birch River,WV,West Virginia,38.4961,-80.7497
Stonewood,WV,West Virginia,39.2501,-80.3054
Ghent,WV,West Virginia,37.6221,-81.1057
Cheat Lake,WV,West Virginia,39.6672,-79.8565
Hedgesville,WV,West Virginia,39.5544,-77.9944
Reedy,WV,West Virginia,38.8997,-81.4264
Oak Hill,WV,West Virginia,37.9844,-81.1277
Big Chimney,WV,West Virginia,38.4119,-81.5374
Lavalette,WV,West Virginia,38.3224,-82.4479
Elkview,WV,West Virginia,38.4327,-81.4771
Charlton Heights,WV,West Virginia,38.1255,-81.2333
Shady Spring,WV,West Virginia,37.7033,-81.0912
Point Pleasant,WV,West Virginia,38.8529,-82.1303
Worthington,WV,West Virginia,39.4568,-80.2636
Itmann,WV,West Virginia,37.5734,-81.4146
Ravenswood,WV,West Virginia,38.9561,-81.7619
Dixie,WV,West Virginia,38.251,-81.1943
Fort Gay,WV,West Virginia,38.1203,-82.5952
Mineralwells,WV,West Virginia,39.1807,-81.513
Huntington,WV,West Virginia,38.4109,-82.4344
Culloden,WV,West Virginia,38.4159,-82.0722
Frank,WV,West Virginia,38.5462,-79.808
Despard,WV,West Virginia,39.2874,-80.3158
Davis,WV,West Virginia,39.1266,-79.4609
Covel,WV,West Virginia,37.4906,-81.3194
East Bank,WV,West Virginia,38.2153,-81.444
Nitro,WV,West Virginia,38.4119,-81.8194
Weirton,WV,West Virginia,40.406,-80.5671
Camden-on-Gauley,WV,West Virginia,38.3686,-80.5973
Terra Alta,WV,West Virginia,39.4442,-79.5435
Huntersville,WV,West Virginia,38.1859,-80.0152
Williamson,WV,West Virginia,37.6741,-82.271
Stollings,WV,West Virginia,37.8409,-81.9624
Pratt,WV,West Virginia,38.2082,-81.3868
Parkersburg,WV,West Virginia,39.2624,-81.5419
Montgomery,WV,West Virginia,38.1741,-81.3241
Pentress,WV,West Virginia,39.7101,-80.1685
Spelter,WV,West Virginia,39.3431,-80.3163
Ceredo,WV,West Virginia,38.3951,-82.554
Cassville,WV,West Virginia,39.675,-80.0678
Littleton,WV,West Virginia,39.7024,-80.5147
Crab Orchard,WV,West Virginia,37.741,-81.2299
Prichard,WV,West Virginia,38.2362,-82.6028
Pageton,WV,West Virginia,37.3599,-81.4648
Amherstdale,WV,West Virginia,37.7799,-81.8183
New Cumberland,WV,West Virginia,40.5072,-80.6115
Ansted,WV,West Virginia,38.1357,-81.1038
Shepherdstown,WV,West Virginia,39.4318,-77.8048
Craigsville,WV,West Virginia,38.3246,-80.645
Bowden,WV,West Virginia,38.9092,-79.7089
Alum Creek,WV,West Virginia,38.2876,-81.833
Chelyan,WV,West Virginia,38.1958,-81.4928
Richwood,WV,West Virginia,38.2221,-80.5363
Gilbert,WV,West Virginia,37.6142,-81.8689
Daniels,WV,West Virginia,37.724,-81.1267
Neibert,WV,West Virginia,37.7861,-81.9341
Hooverson Heights,WV,West Virginia,40.319,-80.5825
Bergoo,WV,West Virginia,38.4851,-80.2981
Kimball,WV,West Virginia,37.4268,-81.5078
Rachel,WV,West Virginia,39.5207,-80.2997
Ridgeley,WV,West Virginia,39.6432,-78.7711
Hendricks,WV,West Virginia,39.0754,-79.6299
Elkins,WV,West Virginia,38.9237,-79.8541
Nutter Fort,WV,West Virginia,39.2604,-80.3265
Grafton,WV,West Virginia,39.341,-80.0161
Kincaid,WV,West Virginia,38.0381,-81.2759
Fort Ashby,WV,West Virginia,39.4973,-78.7646
Star City,WV,West Virginia,39.6587,-79.9868
McConnell,WV,West Virginia,37.8282,-81.9652
Gypsy,WV,West Virginia,39.3648,-80.307
Galloway,WV,West Virginia,39.2339,-80.1277
Montcalm,WV,West Virginia,37.3516,-81.2515
Hurricane,WV,West Virginia,38.4294,-82.0169
Keystone,WV,West Virginia,37.4158,-81.4463
Valley Head,WV,West Virginia,38.5472,-80.032
White Hall,WV,West Virginia,39.4239,-80.1889
Great Cacapon,WV,West Virginia,39.6144,-78.2857
McMechen,WV,West Virginia,39.9854,-80.7335
St. Marys,WV,West Virginia,39.4023,-81.1951
Van,WV,West Virginia,37.9713,-81.7138
Coal City,WV,West Virginia,37.6776,-81.218
Sarah Ann,WV,West Virginia,37.7086,-81.9881
Bud,WV,West Virginia,37.5329,-81.3821
Falls View,WV,West Virginia,38.1297,-81.2539
Addison,WV,West Virginia,38.4782,-80.4082
Romney,WV,West Virginia,39.3454,-78.7564
Weston,WV,West Virginia,39.039,-80.4616
Sistersville,WV,West Virginia,39.5599,-80.9987
Jacksonburg,WV,West Virginia,39.5304,-80.6404
Fenwick,WV,West Virginia,38.2288,-80.5805
Rivesville,WV,West Virginia,39.5319,-80.1205
Davy,WV,West Virginia,37.4759,-81.6474
Montrose,WV,West Virginia,39.0674,-79.8144
Brush Fork,WV,West Virginia,37.2805,-81.245
Paauilo,HI,Hawaii,20.0397,-155.3696
Discovery Harbour,HI,Hawaii,19.0415,-155.6254
Haena,HI,Hawaii,22.2186,-159.561
Ualapue,HI,Hawaii,21.0704,-156.8355
Waikane,HI,Hawaii,21.4921,-157.8721
Kapalua,HI,Hawaii,20.9959,-156.6418
Nanakuli,HI,Hawaii,21.3892,-158.1445
Puhi,HI,Hawaii,21.9622,-159.3918
West Loch Estate,HI,Hawaii,21.3617,-158.0246
Ewa Gentry,HI,Hawaii,21.3344,-158.0262
Keaau,HI,Hawaii,19.6156,-155.0372
Puako,HI,Hawaii,19.9389,-155.8604
Hauula,HI,Hawaii,21.6111,-157.9118
Omao,HI,Hawaii,21.9236,-159.4814
Makakilo,HI,Hawaii,21.3591,-158.0813
Schofield Barracks,HI,Hawaii,21.4936,-158.0617
Ewa Villages,HI,Hawaii,21.3418,-158.039
Kaaawa,HI,Hawaii,21.5485,-157.8534
Heeia,HI,Hawaii,21.4211,-157.8203
Waipahu,HI,Hawaii,21.3858,-158.0103
Kahului,HI,Hawaii,20.8715,-156.4603
Kahuku,HI,Hawaii,21.6793,-157.9473
Pearl City,HI,Hawaii,21.4031,-157.9566
Ahuimanu,HI,Hawaii,21.4379,-157.8404
Kalaheo,HI,Hawaii,21.9159,-159.5236
Maunaloa,HI,Hawaii,21.1334,-157.2123
Captain Cook,HI,Hawaii,19.4995,-155.8937
Kapaau,HI,Hawaii,20.2267,-155.805
Haiku-Pauwela,HI,Hawaii,20.9156,-156.3022
Hawi,HI,Hawaii,20.2392,-155.8305
Mililani Town,HI,Hawaii,21.4465,-158.0147
Wainiha,HI,Hawaii,22.1983,-159.5456
Papaikou,HI,Hawaii,19.7917,-155.0962
Kawela Bay,HI,Hawaii,21.6991,-158.0026
Honomu,HI,Hawaii,19.8695,-155.1124
Kahaluu,HI,Hawaii,21.4576,-157.8453
Halawa,HI,Hawaii,21.3754,-157.9185
Pahala,HI,Hawaii,19.1995,-155.4793
Lahaina,HI,Hawaii,20.8848,-156.6618
Hanalei,HI,Hawaii,22.2041,-159.4977
Honokaa,HI,Hawaii,20.0746,-155.4656
Volcano,HI,Hawaii,19.48,-155.2487
Pupukea,HI,Hawaii,21.6511,-158.0436
Laie,HI,Hawaii,21.6443,-157.928
Hilo,HI,Hawaii,19.6886,-155.0864
Hawaiian Beaches,HI,Hawaii,19.5423,-154.9223
Kaunakakai,HI,Hawaii,21.0905,-156.9981
Waimea,HI,Hawaii,20.0124,-155.6378
Punaluu,HI,Hawaii,21.5811,-157.8901
Makaha Valley,HI,Hawaii,21.4842,-158.1854
Kurtistown,HI,Hawaii,19.5833,-155.0721
Wailua,HI,Hawaii,22.055,-159.3406
Kapaa,HI,Hawaii,22.091,-159.352
Kaneohe Station,HI,Hawaii,21.4451,-157.7515
Pakala Village,HI,Hawaii,21.9445,-159.6436
Honolulu,HI,Hawaii,21.3294,-157.846
Wailea,HI,Hawaii,20.6873,-156.4291
Haleiwa,HI,Hawaii,21.5871,-158.1074
Fern Forest,HI,Hawaii,19.4648,-155.1324
Kahaluu-Keauhou,HI,Hawaii,19.5726,-155.958
Waimalu,HI,Hawaii,21.3913,-157.9345
Paia,HI,Hawaii,20.9062,-156.3678
Princeville,HI,Hawaii,22.2177,-159.4809
Waiohinu,HI,Hawaii,19.0716,-155.6143
Kukuihaele,HI,Hawaii,20.1195,-155.5654
Kapolei,HI,Hawaii,21.3403,-158.0665
Eleele,HI,Hawaii,21.9088,-159.5801
Paukaa,HI,Hawaii,19.7625,-155.0948
Kalaeloa,HI,Hawaii,21.3215,-158.0812
Whitmore Village,HI,Hawaii,21.512,-158.0273
Ewa Beach,HI,Hawaii,21.3181,-158.0073
Pahoa,HI,Hawaii,19.4961,-154.9454
Lihue,HI,Hawaii,21.9728,-159.3541
Wheeler AFB,HI,Hawaii,21.4735,-158.0346
Waianae,HI,Hawaii,21.4569,-158.1759
Fern Acres,HI,Hawaii,19.5082,-155.0785
Kaanapali,HI,Hawaii,20.9276,-156.6795
Haliimaile,HI,Hawaii,20.8671,-156.3381
Eden Roc,HI,Hawaii,19.4917,-155.0958
Honalo,HI,Hawaii,19.5787,-155.902
Maalaea,HI,Hawaii,20.8047,-156.4898
Launiupoko,HI,Hawaii,20.8541,-156.6424
Waikele,HI,Hawaii,21.4025,-158.0058
Aiea,HI,Hawaii,21.3865,-157.9232
Keokea,HI,Hawaii,20.7211,-156.3625
Nanawale Estates,HI,Hawaii,19.5042,-154.9117
Koloa,HI,Hawaii,21.903,-159.461
Ko Olina,HI,Hawaii,21.3378,-158.1188
Hawaiian Ocean View,HI,Hawaii,19.0959,-155.7749
Waikapu,HI,Hawaii,20.8391,-156.5221
Waimanalo,HI,Hawaii,21.3421,-157.7303
Honaunau-Napoopoo,HI,Hawaii,19.4538,-155.8588
East Honolulu,HI,Hawaii,21.2975,-157.7211
Hanapepe,HI,Hawaii,21.914,-159.5874
Hana,HI,Hawaii,20.772,-156.0107
Hawaiian Paradise Park,HI,Hawaii,19.5828,-154.9693
Naalehu,HI,Hawaii,19.0698,-155.5751
Waipio,HI,Hawaii,21.4143,-157.9966
Kekaha,HI,Hawaii,21.9684,-159.7141
Kualapuu,HI,Hawaii,21.1563,-157.0591
Kihei,HI,Hawaii,20.7653,-156.4454
Mountain View,HI,Hawaii,19.5358,-155.1596
Kaumakani,HI,Hawaii,21.9187,-159.6241
Olowalu,HI,Hawaii,20.8222,-156.6169
Wailua Homesteads,HI,Hawaii,22.065,-159.3771
Makawao,HI,Hawaii,20.848,-156.319
Pukalani,HI,Hawaii,20.8329,-156.3415
Manele,HI,Hawaii,20.7419,-156.9012
Orchidlands Estates,HI,Hawaii,19.557,-155.0142
Kula,HI,Hawaii,20.7706,-156.3284
Royal Kunia,HI,Hawaii,21.4053,-158.0318
Makaha,HI,Hawaii,21.4735,-158.2103
Mililani Mauka,HI,Hawaii,21.4756,-157.9947
Mokuleia,HI,Hawaii,21.5775,-158.1487
Makena,HI,Hawaii,20.631,-156.4252
Waihee-Waiehu,HI,Hawaii,20.9188,-156.5063
Ocean Pointe,HI,Hawaii,21.3145,-158.0289
Waimanalo Beach,HI,Hawaii,21.3288,-157.6975
Holualoa,HI,Hawaii,19.6238,-155.9269
Olinda,HI,Hawaii,20.8261,-156.2917
Kalaoa,HI,Hawaii,19.7369,-156.0122
Kealakekua,HI,Hawaii,19.5286,-155.9033
Kalihiwai,HI,Hawaii,22.2165,-159.4405
Pepeekeo,HI,Hawaii,19.8316,-155.1061
Kailua,HI,Hawaii,21.392,-157.7396
Kaneohe,HI,Hawaii,21.4062,-157.7904
Napili-Honokowai,HI,Hawaii,20.9767,-156.6646
Wainaku,HI,Hawaii,19.7449,-155.0985
Hickam Housing,HI,Hawaii,21.3311,-157.9475
Hawaiian Acres,HI,Hawaii,19.5325,-155.0497
Laupahoehoe,HI,Hawaii,19.9749,-155.238
Wailuku,HI,Hawaii,20.8834,-156.5059
Waialua,HI,Hawaii,21.566,-158.1198
Leilani Estates,HI,Hawaii,19.4659,-154.9157
Halaula,HI,Hawaii,20.226,-155.7816
Poipu,HI,Hawaii,21.8834,-159.46
Lawai,HI,Hawaii,21.9203,-159.5006
Maili,HI,Hawaii,21.4134,-158.1702
Anahola,HI,Hawaii,22.1455,-159.3151
Waipio Acres,HI,Hawaii,21.4689,-158.0173
Iroquois Point,HI,Hawaii,21.3232,-157.9775
Wahiawa,HI,Hawaii,21.5004,-158.0198
Ainaloa,HI,Hawaii,19.5214,-154.9944
Lanai City,HI,Hawaii,20.8279,-156.9147
Maunawili,HI,Hawaii,21.3667,-157.7713
Mahinahina,HI,Hawaii,20.9539,-156.6565
Kilauea,HI,Hawaii,22.2108,-159.3964
Hanamaulu,HI,Hawaii,21.9954,-159.3493
Waikoloa Village,HI,Hawaii,19.9285,-155.8185
North Key Largo,FL,Florida,25.2574,-80.3242
Trenton,FL,Florida,29.6092,-82.8146
Wilton Manors,FL,Florida,26.1593,-80.1395
Chumuckla,FL,Florida,30.7826,-87.2309
Sanford,FL,Florida,28.7893,-81.276
Micanopy,FL,Florida,29.506,-82.2806
Tamarac,FL,Florida,26.2057,-80.2549
Asbury Lake,FL,Florida,30.0472,-81.7855
Wausau,FL,Florida,30.6332,-85.5874
Mary Esther,FL,Florida,30.4127,-86.6588
Timber Pines,FL,Florida,28.469,-82.5999
Surfside,FL,Florida,25.8787,-80.125
Waldo,FL,Florida,29.7925,-82.1663
Sawgrass,FL,Florida,30.19,-81.3704
Mims,FL,Florida,28.6928,-80.8468
Royal Palm Estates,FL,Florida,26.6815,-80.1265
Roeville,FL,Florida,30.6838,-86.994
Parkland,FL,Florida,26.3218,-80.2533
Oak Ridge,FL,Florida,28.4727,-81.4169
Fidelis,FL,Florida,30.9343,-87.0246
Niceville,FL,Florida,30.529,-86.4753
Crystal Springs,FL,Florida,28.183,-82.1539
Laurel Hill,FL,Florida,30.964,-86.4561
Munson,FL,Florida,30.8418,-86.887
High Point,FL,Florida,28.5474,-82.5206
Beacon Square,FL,Florida,28.2118,-82.7504
Ruskin,FL,Florida,27.7065,-82.4209
Olympia Heights,FL,Florida,25.7241,-80.339
Midway,FL,Florida,30.4992,-84.4582
Brownsville,FL,Florida,25.8216,-80.2417
Palm Beach Gardens,FL,Florida,26.8486,-80.166
Marianna,FL,Florida,30.7943,-85.226
Aucilla,FL,Florida,30.477,-83.7604
Heathrow,FL,Florida,28.7754,-81.3721
South Highpoint,FL,Florida,27.9087,-82.7162
Live Oak,FL,Florida,30.2956,-82.9847
West Vero Corridor,FL,Florida,27.6378,-80.4855
Fruitville,FL,Florida,27.3328,-82.4616
Pine Castle,FL,Florida,28.4651,-81.374
Progress Village,FL,Florida,27.8832,-82.3593
Panacea,FL,Florida,30.0282,-84.3936
Wewahitchka,FL,Florida,30.1148,-85.1935
Vamo,FL,Florida,27.2254,-82.4944
Tampa,FL,Florida,27.9942,-82.4451
Rio,FL,Florida,27.2161,-80.24
Laguna Beach,FL,Florida,30.2549,-85.9511
DeBary,FL,Florida,28.8815,-81.324
Cooper City,FL,Florida,26.0463,-80.2862
Inverness Highlands South,FL,Florida,28.8006,-82.3372
Myrtle Grove,FL,Florida,30.4158,-87.3028
Raleigh,FL,Florida,29.4479,-82.468
Lely Resort,FL,Florida,26.0889,-81.7031
Kenneth City,FL,Florida,27.8155,-82.7162
Campbellton,FL,Florida,30.9505,-85.4025
Center Hill,FL,Florida,28.6335,-81.9986
Nokomis,FL,Florida,27.1227,-82.437
West DeLand,FL,Florida,29.0162,-81.3343
Margate,FL,Florida,26.2466,-80.2119
Harlem,FL,Florida,26.7325,-80.9518
Lockhart,FL,Florida,28.6271,-81.4354
Venice Gardens,FL,Florida,27.0694,-82.4054
Plantation,FL,Florida,26.126,-80.2617
Lake Worth,FL,Florida,26.6195,-80.0591
Berrydale,FL,Florida,30.8982,-87.035
Hypoluxo,FL,Florida,26.5634,-80.0531
Lecanto,FL,Florida,28.8359,-82.488
Hernando,FL,Florida,28.9451,-82.3781
Glencoe,FL,Florida,28.9999,-80.9602
Buenaventura Lakes,FL,Florida,28.3349,-81.3539
Astor,FL,Florida,29.1635,-81.5349
Bartow,FL,Florida,27.8868,-81.8213
